gene_id,intron_id,intron_uid,chromosome,start,end,strand,supporting_transcripts,anchor_count,exon_overlap_warning,N_retained,N_spliced,N_specific,N_informative,IR_ratio,IR_specificity,species,IR_class
Os01g0138500,Os01g0138500.intron3,Os01g0138500|1:2061207-2061300:+,1,2061207,2061300,+,Os01t0138500-01,1,no,1168,3819,824,4987,0.234208943252456,0.705479452054795,Oryza_sativa,high_confidence_IR
Os01g0140500,Os01g0140500.intron1,Os01g0140500|1:2138046-2138286:+,1,2138046,2138286,+,Os01t0140500-01,1,no,145561,8,145561,145569,0.999945043244097,1,Oryza_sativa,high_confidence_IR
Os01g0149700,Os01g0149700.intron1,Os01g0149700|1:2689033-2689194:-,1,2689033,2689194,-,Os01t0149700-00,1,no,44,164,44,208,0.211538461538462,1,Oryza_sativa,high_confidence_IR
Os01g0149750,Os01g0149750.intron1,Os01g0149750|1:2689033-2689194:+,1,2689033,2689194,+,Os01t0149750-00,1,no,44,164,44,208,0.211538461538462,1,Oryza_sativa,high_confidence_IR
Os01g0152000,Os01g0152000.intron1,Os01g0152000|1:2810584-2810703:+,1,2810584,2810703,+,Os01t0152000-01,1,no,33,34,33,67,0.492537313432836,1,Oryza_sativa,high_confidence_IR
Os01g0152500,Os01g0152500.intron1,Os01g0152500|1:2828066-2828156:-,1,2828066,2828156,-,Os01t0152500-00,1,no,6,18,6,24,0.25,1,Oryza_sativa,high_confidence_IR
Os01g0152687,Os01g0152687.intron1,Os01g0152687|1:2835884-2836024:+,1,2835884,2836024,+,Os01t0152687-00,1,no,27,60,27,87,0.310344827586207,1,Oryza_sativa,high_confidence_IR
Os01g0152850,Os01g0152850.intron1,Os01g0152850|1:2842741-2842891:-,1,2842741,2842891,-,Os01t0152850-00,1,no,572,286,572,858,0.666666666666667,1,Oryza_sativa,high_confidence_IR
Os01g0152800,Os01g0152800.intron1,Os01g0152800|1:2842746-2842896:+,1,2842746,2842896,+,Os01t0152800-01,1,no,488,307,488,795,0.613836477987421,1,Oryza_sativa,high_confidence_IR
Os01g0153050,Os01g0153050.intron1,Os01g0153050|1:2854674-2854816:-,1,2854674,2854816,-,Os01t0153050-00,1,no,238,22,238,260,0.915384615384615,1,Oryza_sativa,high_confidence_IR
Os01g0153000,Os01g0153000.intron1,Os01g0153000|1:2854676-2854818:+,1,2854676,2854818,+,Os01t0153000-00,1,no,238,22,238,260,0.915384615384615,1,Oryza_sativa,high_confidence_IR
Os01g0153200,Os01g0153200.intron1,Os01g0153200|1:2863392-2863525:-,1,2863392,2863525,-,Os01t0153200-00,1,no,462,211,430,673,0.686478454680535,0.930735930735931,Oryza_sativa,high_confidence_IR
Os01g0153500,Os01g0153500.intron1,Os01g0153500|1:2886070-2886214:+,1,2886070,2886214,+,Os01t0153500-00,1,no,7,13,7,20,0.35,1,Oryza_sativa,high_confidence_IR
Os01g0155500,Os01g0155500.intron1,Os01g0155500|1:2982650-2982802:+,1,2982650,2982802,+,Os01t0155500-01,1,no,1235,406,1148,1641,0.752589884216941,0.929554655870445,Oryza_sativa,high_confidence_IR
Os01g0162900,Os01g0162900.intron1,Os01g0162900|1:3284700-3284791:-,1,3284700,3284791,-,Os01t0162900-01,1,no,225,301,225,526,0.427756653992395,1,Oryza_sativa,high_confidence_IR
Os01g0165000,Os01g0165000.intron2,Os01g0165000|1:3359349-3359838:+,1,3359349,3359838,+,Os01t0165000-02,1,no,109,342,108,451,0.241685144124169,0.990825688073395,Oryza_sativa,high_confidence_IR
Os01g0165800,Os01g0165800.intron5,Os01g0165800|1:3388366-3389178:-,1,3388366,3389178,-,Os01t0165800-01,1,no,450,787,322,1237,0.363783346806791,0.715555555555556,Oryza_sativa,high_confidence_IR
Os01g0167100,Os01g0167100.intron2,Os01g0167100|1:3432819-3432917:+,1,3432819,3432917,+,Os01t0167100-01,1,no,3243,590,2406,3833,0.846073571614923,0.741905642923219,Oryza_sativa,high_confidence_IR
Os01g0167800,Os01g0167800.intron3,Os01g0167800|1:3468896-3469257:-,1,3468896,3469257,-,Os01t0167800-01,1,no,499,1288,381,1787,0.279238947957471,0.763527054108216,Oryza_sativa,high_confidence_IR
Os01g0169400,Os01g0169400.intron1,Os01g0169400|1:3552877-3552989:-,1,3552877,3552989,-,Os01t0169400-01,1,no,578,416,460,994,0.58148893360161,0.795847750865052,Oryza_sativa,high_confidence_IR
Os01g0174600,Os01g0174600.intron1,Os01g0174600|1:3831133-3831275:-,1,3831133,3831275,-,Os01t0174600-01,1,no,74,83,74,157,0.471337579617834,1,Oryza_sativa,high_confidence_IR
Os01g0176050,Os01g0176050.intron1,Os01g0176050|1:3918595-3919301:-,1,3918595,3919301,-,Os01t0176050-00,1,no,593,79,593,672,0.882440476190476,1,Oryza_sativa,high_confidence_IR
Os01g0176000,Os01g0176000.intron1,Os01g0176000|1:3918604-3919311:+,1,3918604,3919311,+,Os01t0176000-01,1,no,661,2027,661,2688,0.245907738095238,1,Oryza_sativa,high_confidence_IR
Os01g0176100,Os01g0176100.intron1,Os01g0176100|1:3921868-3922140:+,1,3921868,3922140,+,Os01t0176100-00,1,no,282,116,282,398,0.708542713567839,1,Oryza_sativa,high_confidence_IR
Os01g0176300,Os01g0176300.intron1,Os01g0176300|1:3926900-3927180:-,1,3926900,3927180,-,Os01t0176300-00,1,no,118,6,118,124,0.951612903225806,1,Oryza_sativa,high_confidence_IR
Os01g0182200,Os01g0182200.intron1,Os01g0182200|1:4315479-4315508:-,1,4315479,4315508,-,Os01t0182200-01,1,yes,21420,48,17928,21468,0.997764114030185,0.836974789915966,Oryza_sativa,high_confidence_IR
Os01g0185500,Os01g0185500.intron1,Os01g0185500|1:4542647-4544502:+,1,4542647,4544502,+,Os01t0185500-00,1,no,497,1340,460,1837,0.270549809471965,0.925553319919517,Oryza_sativa,high_confidence_IR
Os01g0187300,Os01g0187300.intron1,Os01g0187300|1:4668371-4668594:+,1,4668371,4668594,+,Os01t0187300-01,1,no,260,154,260,414,0.628019323671498,1,Oryza_sativa,high_confidence_IR
Os01g0193500,Os01g0193500.intron1,Os01g0193500|1:5019067-5019571:-,1,5019067,5019571,-,Os01t0193500-00,1,no,211,841,211,1052,0.200570342205323,1,Oryza_sativa,high_confidence_IR
Os01g0201200,Os01g0201200.intron1,Os01g0201200|1:5513287-5514142:-,1,5513287,5514142,-,Os01t0201200-01,1,no,934,38,774,972,0.960905349794239,0.828693790149893,Oryza_sativa,high_confidence_IR
Os01g0209901,Os01g0209901.intron1,Os01g0209901|1:5984321-5984412:+,1,5984321,5984412,+,Os01t0209901-00,1,no,213,610,213,823,0.258809234507898,1,Oryza_sativa,high_confidence_IR
Os01g0211800,Os01g0211800.intron3,Os01g0211800|1:6095303-6095457:-,1,6095303,6095457,-,Os01t0211800-01,1,no,2065,45,1869,2110,0.97867298578199,0.905084745762712,Oryza_sativa,high_confidence_IR
Os01g0214600,Os01g0214600.intron3,Os01g0214600|1:6268296-6268441:+,1,6268296,6268441,+,Os01t0214600-01,1,no,15728,2619,13069,18347,0.857251866790211,0.830938453713123,Oryza_sativa,high_confidence_IR
Os01g0220400,Os01g0220400.intron1,Os01g0220400|1:6587508-6587815:-,1,6587508,6587815,-,Os01t0220400-01,1,no,18928,9,18928,18937,0.999524739927127,1,Oryza_sativa,high_confidence_IR
Os01g0222300,Os01g0222300.intron3,Os01g0222300|1:6694294-6694383:-,1,6694294,6694383,-,Os01t0222300-01,1,no,143,319,131,462,0.30952380952381,0.916083916083916,Oryza_sativa,high_confidence_IR
Os01g0223300,Os01g0223300.intron1,Os01g0223300|1:6732432-6733534:+,1,6732432,6733534,+,Os01t0223300-01,1,no,8,16,8,24,0.333333333333333,1,Oryza_sativa,high_confidence_IR
Os01g0224400,Os01g0224400.intron1,Os01g0224400|1:6838900-6839618:+,1,6838900,6839618,+,Os01t0224400-01,1,no,1640,665,1352,2305,0.711496746203905,0.824390243902439,Oryza_sativa,high_confidence_IR
Os01g0226700,Os01g0226700.intron1,Os01g0226700|1:7009483-7009914:+,1,7009483,7009914,+,Os01t0226700-01,1,no,2532,121,2532,2653,0.954391255182812,1,Oryza_sativa,high_confidence_IR
Os01g0234001,Os01g0234001.intron1,Os01g0234001|1:7415117-7415196:-,1,7415117,7415196,-,Os01t0234001-01,1,no,221,49,221,270,0.818518518518519,1,Oryza_sativa,high_confidence_IR
Os01g0234200,Os01g0234200.intron2,Os01g0234200|1:7424914-7425033:-,1,7424914,7425033,-,Os01t0234200-00,1,no,61,21,60,82,0.74390243902439,0.983606557377049,Oryza_sativa,high_confidence_IR
Os01g0242200,Os01g0242200.intron3,Os01g0242200|1:7848902-7849141:+,1,7848902,7849141,+,Os01t0242200-01,1,no,427,6,328,433,0.986143187066975,0.768149882903981,Oryza_sativa,high_confidence_IR
Os01g0249700,Os01g0249700.intron1,Os01g0249700|1:8229440-8229526:+,1,8229440,8229526,+,Os01t0249700-00,1,no,88,135,88,223,0.394618834080717,1,Oryza_sativa,high_confidence_IR
Os01g0251400,Os01g0251400.intron1,Os01g0251400|1:8306137-8306386:-,1,8306137,8306386,-,Os01t0251400-01,1,no,83189,1224,83189,84413,0.98549986376506,1,Oryza_sativa,high_confidence_IR
Os01g0255100,Os01g0255100.intron3,Os01g0255100|1:8491909-8491987:+,1,8491909,8491987,+,Os01t0255100-01,1,no,39,107,31,146,0.267123287671233,0.794871794871795,Oryza_sativa,high_confidence_IR
Os01g0259200,Os01g0259200.intron1,Os01g0259200|1:8683338-8684013:+,1,8683338,8684013,+,Os01t0259200-02,1,yes,2650,10542,1931,13192,0.200879320800485,0.728679245283019,Oryza_sativa,high_confidence_IR
Os01g0261700,Os01g0261700.intron1,Os01g0261700|1:8821958-8822050:-,1,8821958,8822050,-,Os01t0261700-01,1,no,46,109,43,155,0.296774193548387,0.934782608695652,Oryza_sativa,high_confidence_IR
Os01g0264700,Os01g0264700.intron6,Os01g0264700|1:9004812-9004856:-,1,9004812,9004856,-,Os01t0264700-01,1,no,19587,2056,14898,21643,0.905003927366816,0.760606524735794,Oryza_sativa,high_confidence_IR
Os01g0269100,Os01g0269100.intron3,Os01g0269100|1:9277156-9277694:-,1,9277156,9277694,-,Os01t0269100-01,1,no,4431,183,3137,4614,0.960338101430429,0.70796659896186,Oryza_sativa,high_confidence_IR
Os01g0271000,Os01g0271000.intron1,Os01g0271000|1:9370808-9370843:+,1,9370808,9370843,+,Os01t0271000-01,1,no,1977,140,1470,2117,0.933868682097308,0.743550834597876,Oryza_sativa,high_confidence_IR
Os01g0273150,Os01g0273150.intron1,Os01g0273150|1:9447391-9448638:+,1,9447391,9448638,+,Os01t0273150-00,1,no,617,1679,532,2296,0.268728222996516,0.862236628849271,Oryza_sativa,high_confidence_IR
Os01g0276300,Os01g0276300.intron1,Os01g0276300|1:9680336-9680438:+,1,9680336,9680438,+,Os01t0276300-01,1,no,336,558,336,894,0.375838926174497,1,Oryza_sativa,high_confidence_IR
Os01g0278050,Os01g0278050.intron1,Os01g0278050|1:9787343-9787449:+,1,9787343,9787449,+,Os01t0278050-00,1,no,262,21,262,283,0.925795053003534,1,Oryza_sativa,high_confidence_IR
Os01g0278200,Os01g0278200.intron1,Os01g0278200|1:9794419-9794846:-,1,9794419,9794846,-,Os01t0278200-01,1,no,2110,2436,1959,4546,0.464144302683678,0.928436018957346,Oryza_sativa,high_confidence_IR
Os01g0280200,Os01g0280200.intron1,Os01g0280200|1:9954583-9954681:+,1,9954583,9954681,+,Os01t0280200-01,1,no,115,65,115,180,0.638888888888889,1,Oryza_sativa,high_confidence_IR
Os01g0286900,Os01g0286900.intron1,Os01g0286900|1:10312583-10313718:+,1,10312583,10313718,+,Os01t0286900-01,1,no,750,188,691,938,0.799573560767591,0.921333333333333,Oryza_sativa,high_confidence_IR
Os01g0292700,Os01g0292700.intron2,Os01g0292700|1:10643675-10643816:+,1,10643675,10643816,+,Os01t0292700-01,1,no,2209,1134,1656,3343,0.660783727191146,0.749660479855138,Oryza_sativa,high_confidence_IR
Os01g0296000,Os01g0296000.intron1,Os01g0296000|1:10820818-10822202:-,1,10820818,10822202,-,Os01t0296000-01,1,no,361,965,319,1326,0.272247360482655,0.883656509695291,Oryza_sativa,high_confidence_IR
Os01g0297200,Os01g0297200.intron1,Os01g0297200|1:10892530-10892603:+,1,10892530,10892603,+,Os01t0297200-01,1,no,893,3436,893,4329,0.206283206283206,1,Oryza_sativa,high_confidence_IR
Os01g0301100,Os01g0301100.intron1,Os01g0301100|1:11071175-11071315:+,1,11071175,11071315,+,Os01t0301100-01,1,no,232,19,232,251,0.924302788844621,1,Oryza_sativa,high_confidence_IR
Os01g0303800,Os01g0303800.intron1,Os01g0303800|1:11245345-11245412:+,1,11245345,11245412,+,Os01t0303800-01,1,yes,5282,920,4849,6202,0.851660754595292,0.918023475956077,Oryza_sativa,high_confidence_IR
Os01g0319400,Os01g0319400.intron1,Os01g0319400|1:12159073-12161494:-,1,12159073,12161494,-,Os01t0319400-01,1,no,21,12,21,33,0.636363636363636,1,Oryza_sativa,high_confidence_IR
Os01g0322300,Os01g0322300.intron1,Os01g0322300|1:12292163-12292268:-,1,12292163,12292268,-,Os01t0322300-00,1,no,78,69,74,147,0.530612244897959,0.948717948717949,Oryza_sativa,high_confidence_IR
Os01g0346250,Os01g0346250.intron1,Os01g0346250|1:13771277-13771345:+,1,13771277,13771345,+,Os01t0346250-00,1,no,5760,621,5760,6381,0.902679830747532,1,Oryza_sativa,high_confidence_IR
Os01g0348800,Os01g0348800.intron1,Os01g0348800|1:13900059-13900661:-,1,13900059,13900661,-,Os01t0348800-01,1,no,208,78,208,286,0.727272727272727,1,Oryza_sativa,high_confidence_IR
Os01g0359400,Os01g0359400.intron1,Os01g0359400|1:14579201-14579293:-,1,14579201,14579293,-,Os01t0359400-02,1,yes,3022,817,3022,3839,0.787184162542329,1,Oryza_sativa,high_confidence_IR
Os01g0362800,Os01g0362800.intron3,Os01g0362800|1:14783773-14783910:-,1,14783773,14783910,-,Os01t0362800-01,1,no,83,279,61,362,0.229281767955801,0.734939759036145,Oryza_sativa,high_confidence_IR
Os01g0367400,Os01g0367400.intron5,Os01g0367400|1:15020431-15021576:-,1,15020431,15021576,-,Os01t0367400-01,1,yes,5154,44,4238,5198,0.991535205848403,0.822273961971284,Oryza_sativa,high_confidence_IR
Os01g0370200,Os01g0370200.intron1,Os01g0370200|1:15217703-15217802:-,1,15217703,15217802,-,Os01t0370200-00,1,no,673,1515,486,2188,0.307586837294333,0.722139673105498,Oryza_sativa,high_confidence_IR
Os01g0377000,Os01g0377000.intron1,Os01g0377000|1:15582638-15582707:-,1,15582638,15582707,-,Os01t0377000-01,1,no,357,831,357,1188,0.30050505050505,1,Oryza_sativa,high_confidence_IR
Os01g0387566,Os01g0387566.intron1,Os01g0387566|1:16316055-16316152:+,1,16316055,16316152,+,Os01t0387566-00,1,no,220,190,156,410,0.536585365853659,0.709090909090909,Oryza_sativa,high_confidence_IR
Os01g0391100,Os01g0391100.intron1,Os01g0391100|1:16539817-16540136:-,1,16539817,16540136,-,Os01t0391100-02;Os01t0391100-03,2,no,962,2465,838,3427,0.28071199299679,0.871101871101871,Oryza_sativa,high_confidence_IR
Os01g0391800,Os01g0391800.intron3,Os01g0391800|1:16634427-16634595:-,1,16634427,16634595,-,Os01t0391800-01,1,no,45,68,41,113,0.398230088495575,0.911111111111111,Oryza_sativa,high_confidence_IR
Os01g0393100,Os01g0393100.intron3,Os01g0393100|1:16721284-16721329:-,1,16721284,16721329,-,Os01t0393100-01,1,yes,7422,5,5865,7427,0.999326780665141,0.790218270008084,Oryza_sativa,high_confidence_IR
Os01g0507900,Os01g0507900.intron5,Os01g0507900|1:17751675-17751775:+,1,17751675,17751775,+,Os01t0507900-01,1,no,24429,9933,18841,34362,0.710930679238694,0.771255475050145,Oryza_sativa,high_confidence_IR
Os01g0509900,Os01g0509900.intron1,Os01g0509900|1:17896171-17897683:+,1,17896171,17897683,+,Os01t0509900-01,1,no,787,329,667,1116,0.705197132616487,0.847522236340534,Oryza_sativa,high_confidence_IR
Os01g0514850,Os01g0514850.intron1,Os01g0514850|1:18206713-18207137:-,1,18206713,18207137,-,Os01t0514850-00,1,no,17,10,17,27,0.62962962962963,1,Oryza_sativa,high_confidence_IR
Os01g0518300,Os01g0518300.intron1,Os01g0518300|1:18386653-18386749:-,1,18386653,18386749,-,Os01t0518300-00,1,no,19,33,19,52,0.365384615384615,1,Oryza_sativa,high_confidence_IR
Os01g0523100,Os01g0523100.intron1,Os01g0523100|1:18674002-18674123:+,1,18674002,18674123,+,Os01t0523100-00,1,no,29,29,29,58,0.5,1,Oryza_sativa,high_confidence_IR
Os01g0524500,Os01g0524500.intron1,Os01g0524500|1:18755485-18755550:+,1,18755485,18755550,+,Os01t0524500-01,1,yes,3518,16,2972,3534,0.995472552348613,0.844798180784537,Oryza_sativa,high_confidence_IR
Os01g0528300,Os01g0528300.intron1,Os01g0528300|1:18993403-18994577:+,1,18993403,18994577,+,Os01t0528300-01,1,no,14,12,14,26,0.538461538461538,1,Oryza_sativa,high_confidence_IR
Os01g0531200,Os01g0531200.intron2,Os01g0531200|1:19118213-19120540:-,1,19118213,19120540,-,Os01t0531200-01,1,no,218,824,169,1042,0.209213051823417,0.775229357798165,Oryza_sativa,high_confidence_IR
Os01g0532100,Os01g0532100.intron1,Os01g0532100|1:19175597-19175861:+,1,19175597,19175861,+,Os01t0532100-01,1,no,102,174,102,276,0.369565217391304,1,Oryza_sativa,high_confidence_IR
Os01g0532200,Os01g0532200.intron13,Os01g0532200|1:19178686-19178837:-,1,19178686,19178837,-,Os01t0532200-01;Os01t0532200-02,2,no,4700,9237,3719,13937,0.337231828944536,0.791276595744681,Oryza_sativa,high_confidence_IR
Os01g0549100,Os01g0549100.intron1,Os01g0549100|1:20487733-20488247:-,1,20487733,20488247,-,Os01t0549100-01,1,no,555,67,555,622,0.892282958199357,1,Oryza_sativa,high_confidence_IR
Os01g0550300,Os01g0550300.intron1,Os01g0550300|1:20601933-20602004:-,1,20601933,20602004,-,Os01t0550300-01,1,yes,61462,36,48076,61498,0.999414615109434,0.782206892063389,Oryza_sativa,high_confidence_IR
Os01g0556201,Os01g0556201.intron1,Os01g0556201|1:20989398-20992035:-,1,20989398,20992035,-,Os01t0556201-00,1,no,1109,502,1109,1611,0.688392302917443,1,Oryza_sativa,high_confidence_IR
Os01g0557100,Os01g0557100.intron1,Os01g0557100|1:21057448-21057571:-,1,21057448,21057571,-,Os01t0557100-01,1,no,1098,2747,1098,3845,0.28556566970091,1,Oryza_sativa,high_confidence_IR
Os01g0557550,Os01g0557550.intron1,Os01g0557550|1:21072686-21072850:+,1,21072686,21072850,+,Os01t0557550-00,1,no,52892,78,42866,52970,0.998527468378327,0.810443923466687,Oryza_sativa,high_confidence_IR
Os01g0559200,Os01g0559200.intron2,Os01g0559200|1:21182531-21183077:+,1,21182531,21183077,+,Os01t0559200-01,1,no,578,1985,522,2563,0.225516972298088,0.903114186851211,Oryza_sativa,high_confidence_IR
Os01g0589300,Os01g0589300.intron5,Os01g0589300|1:22991336-22991422:+,1,22991336,22991422,+,Os01t0589300-01;Os01t0589300-02,2,no,6289,8984,4997,15273,0.411772408826033,0.794561933534743,Oryza_sativa,high_confidence_IR
Os01g0594800,Os01g0594800.intron2,Os01g0594800|1:23302252-23302350:-,1,23302252,23302350,-,Os01t0594800-00,1,no,327,773,292,1100,0.297272727272727,0.892966360856269,Oryza_sativa,high_confidence_IR
Os01g0603100,Os01g0603100.intron1,Os01g0603100|1:23747684-23749593:+,1,23747684,23749593,+,Os01t0603100-01,1,no,11,8,11,19,0.578947368421053,1,Oryza_sativa,high_confidence_IR
Os01g0603200,Os01g0603200.intron1,Os01g0603200|1:23750534-23750614:-,1,23750534,23750614,-,Os01t0603200-02,1,yes,528,6,528,534,0.98876404494382,1,Oryza_sativa,high_confidence_IR
Os01g0604100,Os01g0604100.intron1,Os01g0604100|1:23783144-23783231:+,1,23783144,23783231,+,Os01t0604100-01,1,no,473,126,473,599,0.789649415692821,1,Oryza_sativa,high_confidence_IR
Os01g0612800,Os01g0612800.intron3,Os01g0612800|1:24300827-24300917:+,1,24300827,24300917,+,Os01t0612800-01,1,no,7689,4875,5504,12564,0.611986628462273,0.715827805956561,Oryza_sativa,high_confidence_IR
Os01g0623200,Os01g0623200.intron1,Os01g0623200|1:24863953-24864072:-,1,24863953,24864072,-,Os01t0623200-01,1,no,188,363,162,551,0.341197822141561,0.861702127659574,Oryza_sativa,high_confidence_IR
Os01g0627933,Os01g0627933.intron2,Os01g0627933|1:25072174-25072279:+,1,25072174,25072279,+,Os01t0627933-00,1,no,1518,1581,1066,3099,0.489835430784124,0.702239789196311,Oryza_sativa,high_confidence_IR
Os01g0630900,Os01g0630900.intron3,Os01g0630900|1:25220561-25220649:+,1,25220561,25220649,+,Os01t0630900-00,1,no,90,265,67,355,0.253521126760563,0.744444444444444,Oryza_sativa,high_confidence_IR
Os01g0631200,Os01g0631200.intron1,Os01g0631200|1:25234890-25235409:+,1,25234890,25235409,+,Os01t0631200-01,1,no,692,40,558,732,0.945355191256831,0.80635838150289,Oryza_sativa,high_confidence_IR
Os01g0645000,Os01g0645000.intron1,Os01g0645000|1:25961190-25961373:-,1,25961190,25961373,-,Os01t0645000-01,1,no,1081,78,1046,1159,0.932700603968939,0.967622571692877,Oryza_sativa,high_confidence_IR
Os01g0650700,Os01g0650700.intron6,Os01g0650700|1:26278466-26278874:-,1,26278466,26278874,-,Os01t0650700-01,1,no,4072,1678,3046,5750,0.708173913043478,0.74803536345776,Oryza_sativa,high_confidence_IR
Os01g0650800,Os01g0650800.intron1,Os01g0650800|1:26284946-26285036:-,1,26284946,26285036,-,Os01t0650800-01,1,no,849,375,729,1224,0.693627450980392,0.858657243816254,Oryza_sativa,high_confidence_IR
Os01g0652600,Os01g0652600.intron1,Os01g0652600|1:26392276-26392374:+,1,26392276,26392374,+,Os01t0652600-01,1,no,15747,29,12436,15776,0.998161764705882,0.789737727821172,Oryza_sativa,high_confidence_IR
Os01g0655400,Os01g0655400.intron5,Os01g0655400|1:26602704-26602781:-,1,26602704,26602781,-,Os01t0655400-03,1,yes,6610,1032,5510,7642,0.864956817587019,0.833585476550681,Oryza_sativa,high_confidence_IR
Os01g0658500,Os01g0658500.intron5,Os01g0658500|1:26786595-26786777:-,1,26786595,26786777,-,Os01t0658500-01,1,yes,17738,136,13435,17874,0.992391182723509,0.757413462622618,Oryza_sativa,high_confidence_IR
Os01g0660400,Os01g0660400.intron1,Os01g0660400|1:26905848-26906976:-,1,26905848,26906976,-,Os01t0660400-01,1,no,56,21,56,77,0.727272727272727,1,Oryza_sativa,high_confidence_IR
Os01g0662300,Os01g0662300.intron1,Os01g0662300|1:27041895-27042296:+,1,27041895,27042296,+,Os01t0662300-01,1,yes,11525,899,11525,12424,0.9276400515132,1,Oryza_sativa,high_confidence_IR
Os01g0667550,Os01g0667550.intron1,Os01g0667550|1:27301970-27302366:-,1,27301970,27302366,-,Os01t0667550-00,1,no,1438,8,1438,1446,0.994467496542185,1,Oryza_sativa,high_confidence_IR
Os01g0670200,Os01g0670200.intron1,Os01g0670200|1:27483141-27485555:+,1,27483141,27485555,+,Os01t0670200-01,1,no,26,50,26,76,0.342105263157895,1,Oryza_sativa,high_confidence_IR
Os01g0672100,Os01g0672100.intron1,Os01g0672100|1:27560238-27560331:-,1,27560238,27560331,-,Os01t0672100-02,1,no,1024,1375,805,2399,0.426844518549396,0.786132813,Oryza_sativa,high_confidence_IR
Os01g0674150,Os01g0674150.intron1,Os01g0674150|1:27704413-27704489:+,1,27704413,27704489,+,Os01t0674150-01,1,no,332,591,332,923,0.359696641386782,1,Oryza_sativa,high_confidence_IR
Os01g0674400,Os01g0674400.intron1,Os01g0674400|1:27714915-27715033:+,1,27714915,27715033,+,Os01t0674400-00,1,no,2053,5116,2053,7169,0.286371878923141,1,Oryza_sativa,high_confidence_IR
