gene_id,intron_id,intron_uid,chromosome,start,end,strand,supporting_transcripts,anchor_count,exon_overlap_warning,protocol,N_retained,N_spliced,N_specific,N_informative,IR_ratio,IR_specificity,species,IR_class
GLYMA_01G025500,GLYMA_01G025500.intron1,GLYMA_01G025500|1:2701706-2701792:-,1,2701706,2701792,-,KRH74518,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,858,15,617,873,0.982817869415808,0.719114219114219,Glycine_max,high_confidence_IR
GLYMA_01G027600,GLYMA_01G027600.intron3,GLYMA_01G027600|1:2886295-2886396:-,1,2886295,2886396,-,KRH74548,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,13,6,13,19,0.684210526315789,1,Glycine_max,high_confidence_IR
GLYMA_01G029700,GLYMA_01G029700.intron1,GLYMA_01G029700|1:3141233-3141361:-,1,3141233,3141361,-,KRH74581,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,146,8,146,154,0.948051948051948,1,Glycine_max,high_confidence_IR
GLYMA_01G031400,GLYMA_01G031400.intron1,GLYMA_01G031400|1:3265220-3266383:+,1,3265220,3266383,+,KRH74611,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,1481,567,1071,2048,0.723144531,0.723160027008778,Glycine_max,high_confidence_IR
GLYMA_01G032800,GLYMA_01G032800.intron1,GLYMA_01G032800|1:3440464-3440752:+,1,3440464,3440752,+,KRH74631,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,7,6,7,13,0.538461538461538,1,Glycine_max,high_confidence_IR
GLYMA_01G033400,GLYMA_01G033400.intron1,GLYMA_01G033400|1:3504863-3505445:+,1,3504863,3505445,+,KRH74637,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,116,425,116,541,0.214417744916821,1,Glycine_max,high_confidence_IR
GLYMA_01G038200,GLYMA_01G038200.intron1,GLYMA_01G038200|1:4045241-4045386:-,1,4045241,4045386,-,KRH74714,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,72,10,72,82,0.878048780487805,1,Glycine_max,high_confidence_IR
GLYMA_01G042800,GLYMA_01G042800.intron10,GLYMA_01G042800|1:4673752-4674263:-,1,4673752,4674263,-,KRH74783,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,4734,11,3335,4745,0.99768177028451,0.704478242501056,Glycine_max,high_confidence_IR
GLYMA_01G045300,GLYMA_01G045300.intron2,GLYMA_01G045300|1:5134881-5135039:+,1,5134881,5135039,+,KRH74831,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,91,202,71,293,0.310580204778157,0.78021978021978,Glycine_max,high_confidence_IR
GLYMA_01G045800,GLYMA_01G045800.intron1,GLYMA_01G045800|1:5281116-5281283:-,1,5281116,5281283,-,KRH74838,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,394,172,366,566,0.696113074204947,0.928934010152284,Glycine_max,high_confidence_IR
GLYMA_01G046200,GLYMA_01G046200.intron3,GLYMA_01G046200|1:5329900-5330523:-,1,5329900,5330523,-,KRH74844,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,2470,236,2143,2706,0.912786400591279,0.867611336032389,Glycine_max,high_confidence_IR
GLYMA_01G048600,GLYMA_01G048600.intron2,GLYMA_01G048600|1:5669191-5669657:-,1,5669191,5669657,-,KRH74876,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,95,5,88,100,0.95,0.926315789473684,Glycine_max,high_confidence_IR
GLYMA_01G049600,GLYMA_01G049600.intron1,GLYMA_01G049600|1:5815577-5815774:-,1,5815577,5815774,-,KRH74887,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,5,7,4,12,0.416666666666667,0.8,Glycine_max,high_confidence_IR
GLYMA_01G053400,GLYMA_01G053400.intron1,GLYMA_01G053400|1:6755356-6757915:+,1,6755356,6757915,+,KRH74945,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,68,19,68,87,0.781609195402299,1,Glycine_max,high_confidence_IR
GLYMA_01G054000,GLYMA_01G054000.intron2,GLYMA_01G054000|1:6957064-6957579:-,1,6957064,6957579,-,KRH74953,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,4911,201,4695,5112,0.960680751173709,0.956017104459377,Glycine_max,high_confidence_IR
GLYMA_01G054300,GLYMA_01G054300.intron2,GLYMA_01G054300|1:6998244-6999348:+,1,6998244,6999348,+,KRH74966,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,585,24,417,609,0.960591133004926,0.712820512820513,Glycine_max,high_confidence_IR
GLYMA_01G055700,GLYMA_01G055700.intron1,GLYMA_01G055700|1:7213152-7213254:-,1,7213152,7213254,-,KRH74995;KRH74996,2,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,190,238,190,428,0.44392523364486,1,Glycine_max,high_confidence_IR
GLYMA_01G061900,GLYMA_01G061900.intron1,GLYMA_01G061900|1:8562208-8562281:+,1,8562208,8562281,+,KRH75086,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,6,5,6,11,0.545454545454545,1,Glycine_max,high_confidence_IR
GLYMA_01G064400,GLYMA_01G064400.intron1,GLYMA_01G064400|1:9630136-9630264:-,1,9630136,9630264,-,KRH75131,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,1020,69,901,1089,0.9366391184573,0.883333333333333,Glycine_max,high_confidence_IR
GLYMA_01G079600,GLYMA_01G079600.intron3,GLYMA_01G079600|1:21211061-21211458:-,1,21211061,21211458,-,KRH75352,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,25,64,18,89,0.280898876404494,0.72,Glycine_max,high_confidence_IR
GLYMA_01G082700,GLYMA_01G082700.intron1,GLYMA_01G082700|1:24096131-24096504:+,1,24096131,24096504,+,KRH75392,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,237,307,228,544,0.435661764705882,0.962025316455696,Glycine_max,high_confidence_IR
GLYMA_01G088500,GLYMA_01G088500.intron1,GLYMA_01G088500|1:26853380-26854369:-,1,26853380,26854369,-,KRH75502,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,41,91,41,132,0.310606060606061,1,Glycine_max,high_confidence_IR
GLYMA_01G089200,GLYMA_01G089200.intron5,GLYMA_01G089200|1:27012644-27012723:+,1,27012644,27012723,+,KRH75511,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,114,34,87,148,0.77027027027027,0.763157894736842,Glycine_max,high_confidence_IR
GLYMA_01G089900,GLYMA_01G089900.intron5,GLYMA_01G089900|1:27180358-27181607:-,1,27180358,27181607,-,KRH75527,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,1273,22,928,1295,0.983011583011583,0.728986645718775,Glycine_max,high_confidence_IR
GLYMA_01G090100,GLYMA_01G090100.intron1,GLYMA_01G090100|1:27238450-27239510:+,1,27238450,27239510,+,KRH75531,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,11,25,8,36,0.305555555555556,0.727272727272727,Glycine_max,high_confidence_IR
GLYMA_01G099000,GLYMA_01G099000.intron1,GLYMA_01G099000|1:32999046-32999417:+,1,32999046,32999417,+,KRH75651,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,56,21,40,77,0.727272727272727,0.714285714285714,Glycine_max,high_confidence_IR
GLYMA_01G112700,GLYMA_01G112700.intron1,GLYMA_01G112700|1:38402560-38402667:+,1,38402560,38402667,+,KRH75829,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,76,11,75,87,0.873563218390805,0.986842105263158,Glycine_max,high_confidence_IR
GLYMA_01G117200,GLYMA_01G117200.intron1,GLYMA_01G117200|1:40497888-40498363:-,1,40497888,40498363,-,KRH75895,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,23,85,23,108,0.212962962962963,1,Glycine_max,high_confidence_IR
GLYMA_01G119100,GLYMA_01G119100.intron2,GLYMA_01G119100|1:40904992-40905526:-,1,40904992,40905526,-,KRH75943,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,221,40,220,261,0.846743295019157,0.995475113122172,Glycine_max,high_confidence_IR
GLYMA_01G122300,GLYMA_01G122300.intron2,GLYMA_01G122300|1:42018748-42019343:-,1,42018748,42019343,-,KRH75984,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,63,10,56,73,0.863013698630137,0.888888888888889,Glycine_max,high_confidence_IR
GLYMA_01G130400,GLYMA_01G130400.intron2,GLYMA_01G130400|1:44553002-44553148:-,1,44553002,44553148,-,KRH76087,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,7,11,5,18,0.388888888888889,0.714285714285714,Glycine_max,high_confidence_IR
GLYMA_01G141100,GLYMA_01G141100.intron1,GLYMA_01G141100|1:47119021-47119434:+,1,47119021,47119434,+,KRH76237,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,104,59,104,163,0.638036809815951,1,Glycine_max,high_confidence_IR
GLYMA_01G145700,GLYMA_01G145700.intron2,GLYMA_01G145700|1:48067074-48068295:-,1,48067074,48068295,-,KRH76317,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,94,34,88,128,0.734375,0.936170212765957,Glycine_max,high_confidence_IR
GLYMA_01G148500,GLYMA_01G148500.intron4,GLYMA_01G148500|1:48560589-48560824:-,1,48560589,48560824,-,KRH76366,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,5611,28,4206,5639,0.995034580599397,0.749599001960435,Glycine_max,high_confidence_IR
GLYMA_01G149100,GLYMA_01G149100.intron1,GLYMA_01G149100|1:48607989-48608367:-,1,48607989,48608367,-,KRH76378,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,14,11,14,25,0.56,1,Glycine_max,high_confidence_IR
GLYMA_01G149800,GLYMA_01G149800.intron4,GLYMA_01G149800|1:48704530-48705130:+,1,48704530,48705130,+,KRH76389;KRH76390;KRH76393,3,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,47,145,42,192,0.244791666666667,0.893617021276596,Glycine_max,high_confidence_IR
GLYMA_01G149900,GLYMA_01G149900.intron1,GLYMA_01G149900|1:48707486-48708349:-,1,48707486,48708349,-,KRH76394,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,327,989,327,1316,0.248480243161094,1,Glycine_max,high_confidence_IR
GLYMA_01G150300,GLYMA_01G150300.intron1,GLYMA_01G150300|1:48728025-48728440:+,1,48728025,48728440,+,KRH76403,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,49,7,49,56,0.875,1,Glycine_max,high_confidence_IR
GLYMA_01G152700,GLYMA_01G152700.intron2,GLYMA_01G152700|1:48963693-48965011:+,1,48963693,48965011,+,KRH76448;KRH76449,2,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,403,27,338,430,0.937209302325581,0.838709677419355,Glycine_max,high_confidence_IR
GLYMA_01G153000,GLYMA_01G153000.intron2,GLYMA_01G153000|1:49017587-49017661:+,1,49017587,49017661,+,KRH76453,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,207,21,150,228,0.907894736842105,0.72463768115942,Glycine_max,high_confidence_IR
GLYMA_01G168300,GLYMA_01G168300.intron1,GLYMA_01G168300|1:50601298-50602772:-,1,50601298,50602772,-,KRH76687,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,11,16,10,27,0.407407407407407,0.909090909090909,Glycine_max,high_confidence_IR
GLYMA_01G169000,GLYMA_01G169000.intron5,GLYMA_01G169000|1:50653808-50653882:+,1,50653808,50653882,+,KRH76700,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,4756,271,3942,5027,0.94609110801671,0.828847771236333,Glycine_max,high_confidence_IR
GLYMA_01G169600,GLYMA_01G169600.intron8,GLYMA_01G169600|1:50706732-50706883:-,1,50706732,50706883,-,KRH76709,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,157,19,116,176,0.892045454545455,0.738853503184713,Glycine_max,high_confidence_IR
GLYMA_01G174900,GLYMA_01G174900.intron1,GLYMA_01G174900|1:51147267-51147347:+,1,51147267,51147347,+,KRH76795,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,308,1148,275,1456,0.211538461538462,0.892857142857143,Glycine_max,high_confidence_IR
GLYMA_01G175400,GLYMA_01G175400.intron1,GLYMA_01G175400|1:51191752-51194187:+,1,51191752,51194187,+,KRH76801,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,118,156,118,274,0.430656934306569,1,Glycine_max,high_confidence_IR
GLYMA_01G176900,GLYMA_01G176900.intron2,GLYMA_01G176900|1:51349501-51350017:-,1,51349501,51350017,-,KRH76835;KRH76836,2,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,225,133,203,358,0.628491620111732,0.902222222222222,Glycine_max,high_confidence_IR
GLYMA_01G178500,GLYMA_01G178500.intron1,GLYMA_01G178500|1:51466323-51467326:+,1,51466323,51467326,+,KRH76874;KRH76875,2,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,783,893,783,1676,0.467183770883055,1,Glycine_max,high_confidence_IR
GLYMA_01G180900,GLYMA_01G180900.intron1,GLYMA_01G180900|1:51702437-51702769:-,1,51702437,51702769,-,KRH76912,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,26,10,26,36,0.722222222222222,1,Glycine_max,high_confidence_IR
GLYMA_01G181900,GLYMA_01G181900.intron1,GLYMA_01G181900|1:51765583-51769499:+,1,51765583,51769499,+,KRH76923,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,42,87,42,129,0.325581395348837,1,Glycine_max,high_confidence_IR
GLYMA_01G182700,GLYMA_01G182700.intron1,GLYMA_01G182700|1:51814588-51822322:+,1,51814588,51822322,+,KRH76932,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,175,26,175,201,0.870646766169154,1,Glycine_max,high_confidence_IR
GLYMA_01G184400,GLYMA_01G184400.intron1,GLYMA_01G184400|1:51967605-51967691:+,1,51967605,51967691,+,KRH76963,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,377,507,284,884,0.426470588235294,0.753315649867374,Glycine_max,high_confidence_IR
GLYMA_01G186500,GLYMA_01G186500.intron1,GLYMA_01G186500|1:52183908-52183976:+,1,52183908,52183976,+,KRH77005,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,22,5,22,27,0.814814814814815,1,Glycine_max,high_confidence_IR
GLYMA_01G192400,GLYMA_01G192400.intron1,GLYMA_01G192400|1:52672402-52672485:-,1,52672402,52672485,-,KRH77101;KRH77102;KRH77103;KRH77104,4,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,86,175,86,261,0.329501915708812,1,Glycine_max,high_confidence_IR
GLYMA_01G192500,GLYMA_01G192500.intron2,GLYMA_01G192500|1:52683340-52683466:+,1,52683340,52683466,+,KRH77106;KRH77107,2,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,309,834,218,1143,0.270341207349081,0.705501618122977,Glycine_max,high_confidence_IR
GLYMA_01G194900,GLYMA_01G194900.intron2,GLYMA_01G194900|1:52914121-52914610:+,1,52914121,52914610,+,KRH77152,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,574,132,458,706,0.813031161473088,0.797909407665505,Glycine_max,high_confidence_IR
GLYMA_01G198200,GLYMA_01G198200.intron1,GLYMA_01G198200|1:53216800-53217261:-,1,53216800,53217261,-,KRH77196,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,31,90,31,121,0.256198347107438,1,Glycine_max,high_confidence_IR
GLYMA_01G198300,GLYMA_01G198300.intron1,GLYMA_01G198300|1:53218470-53218679:-,1,53218470,53218679,-,KRH77197,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,82,56,82,138,0.594202898550725,1,Glycine_max,high_confidence_IR
GLYMA_01G201300,GLYMA_01G201300.intron2,GLYMA_01G201300|1:53478177-53478601:+,1,53478177,53478601,+,KRH77244,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,74,246,71,320,0.23125,0.959459459459459,Glycine_max,high_confidence_IR
GLYMA_01G201400,GLYMA_01G201400.intron1,GLYMA_01G201400|1:53479914-53479992:+,1,53479914,53479992,+,KRH77245,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,96,78,79,174,0.551724137931034,0.822916666666667,Glycine_max,high_confidence_IR
GLYMA_01G201600,GLYMA_01G201600.intron1,GLYMA_01G201600|1:53488095-53488850:+,1,53488095,53488850,+,KRH77247,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,24688,106,24688,24794,0.995724772122288,1,Glycine_max,high_confidence_IR
GLYMA_01G204700,GLYMA_01G204700.intron2,GLYMA_01G204700|1:53740483-53740712:-,1,53740483,53740712,-,KRH77295,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,9,16,7,25,0.36,0.777777777777778,Glycine_max,high_confidence_IR
GLYMA_01G210100,GLYMA_01G210100.intron4,GLYMA_01G210100|1:54150784-54150886:+,1,54150784,54150886,+,KRH77373;KRH77374;KRH77375,3,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,12,45,10,57,0.210526315789474,0.833333333333333,Glycine_max,high_confidence_IR
GLYMA_01G212100,GLYMA_01G212100.intron2,GLYMA_01G212100|1:54367014-54367160:+,1,54367014,54367160,+,KRH77414,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,907,54,860,961,0.943808532778356,0.948180815876516,Glycine_max,high_confidence_IR
GLYMA_01G212900,GLYMA_01G212900.intron2,GLYMA_01G212900|1:54423391-54423473:+,1,54423391,54423473,+,KRH77428,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,200,63,155,263,0.760456273764259,0.775,Glycine_max,high_confidence_IR
GLYMA_01G213300,GLYMA_01G213300.intron3,GLYMA_01G213300|1:54467245-54468561:-,1,54467245,54468561,-,KRH77433,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,540,114,383,654,0.825688073394495,0.709259259259259,Glycine_max,high_confidence_IR
GLYMA_01G218300,GLYMA_01G218300.intron3,GLYMA_01G218300|1:54841347-54841508:+,1,54841347,54841508,+,KRH77519,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,2514,21,2093,2535,0.991715976331361,0.832537788385044,Glycine_max,high_confidence_IR
GLYMA_01G219500,GLYMA_01G219500.intron1,GLYMA_01G219500|1:54901443-54901578:+,1,54901443,54901578,+,KRH77534,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,2588,12,2515,2600,0.995384615384615,0.971792890262751,Glycine_max,high_confidence_IR
GLYMA_01G221700,GLYMA_01G221700.intron6,GLYMA_01G221700|1:55085452-55085542:+,1,55085452,55085542,+,KRH77576;KRH77577,2,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,180,133,164,313,0.575079872204473,0.911111111111111,Glycine_max,high_confidence_IR
GLYMA_01G225300,GLYMA_01G225300.intron4,GLYMA_01G225300|1:55410787-55412526:-,1,55410787,55412526,-,KRH77643;KRH77644,2,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,1299,1443,1153,2742,0.473741794310722,0.887605850654349,Glycine_max,high_confidence_IR
GLYMA_01G230300,GLYMA_01G230300.intron5,GLYMA_01G230300|1:55780172-55780278:-,1,55780172,55780278,-,KRH77724,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,486,17,418,503,0.966202783300199,0.860082304526749,Glycine_max,high_confidence_IR
GLYMA_01G230400,GLYMA_01G230400.intron1,GLYMA_01G230400|1:55783672-55784865:+,1,55783672,55784865,+,KRH77726;KRH77727;KRH77728,3,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,174,197,158,371,0.46900269541779,0.908045977011494,Glycine_max,high_confidence_IR
GLYMA_01G233000,GLYMA_01G233000.intron1,GLYMA_01G233000|1:55942097-55943392:-,1,55942097,55943392,-,KRH77766,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,395,281,395,676,0.584319526627219,1,Glycine_max,high_confidence_IR
GLYMA_01G237200,GLYMA_01G237200.intron4,GLYMA_01G237200|1:56225857-56226004:+,1,56225857,56226004,+,KRH77845,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,1821,34,1395,1855,0.98167115902965,0.766062602965404,Glycine_max,high_confidence_IR
GLYMA_01G237400,GLYMA_01G237400.intron2,GLYMA_01G237400|1:56235104-56235204:-,1,56235104,56235204,-,KRH77849,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,99,241,77,340,0.291176470588235,0.777777777777778,Glycine_max,high_confidence_IR
GLYMA_01G237600,GLYMA_01G237600.intron1,GLYMA_01G237600|1:56244087-56244241:-,1,56244087,56244241,-,KRH77851,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,6,19,6,25,0.24,1,Glycine_max,high_confidence_IR
GLYMA_01G241800,GLYMA_01G241800.intron1,GLYMA_01G241800|1:56556765-56557257:+,1,56556765,56557257,+,KRH77917,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,8,18,8,26,0.307692307692308,1,Glycine_max,high_confidence_IR
GLYMA_01G242100,GLYMA_01G242100.intron4,GLYMA_01G242100|1:56568181-56568344:-,1,56568181,56568344,-,KRH77925,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,196,46,183,242,0.809917355371901,0.933673469387755,Glycine_max,high_confidence_IR
GLYMA_01G242900,GLYMA_01G242900.intron1,GLYMA_01G242900|1:56609634-56610413:-,1,56609634,56610413,-,KRH77936,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,8779,11,8446,8790,0.998748577929465,0.962068572730379,Glycine_max,high_confidence_IR
GLYMA_01G243300,GLYMA_01G243300.intron2,GLYMA_01G243300|1:56621536-56622227:-,1,56621536,56622227,-,KRH77942,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,3595,49,3581,3644,0.98655323819978,0.996105702364395,Glycine_max,high_confidence_IR
GLYMA_01G245100,GLYMA_01G245100.intron7,GLYMA_01G245100|1:56740089-56740829:-,1,56740089,56740829,-,KRH77971,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,553,488,458,1041,0.531219980787704,0.828209764918626,Glycine_max,high_confidence_IR
GLYMA_10G000100,GLYMA_10G000100.intron1,GLYMA_10G000100|10:7060-7599:-,10,7060,7599,-,KRH31608,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,40,9,40,49,0.816326530612245,1,Glycine_max,high_confidence_IR
GLYMA_10G000600,GLYMA_10G000600.intron2,GLYMA_10G000600|10:85819-87286:-,10,85819,87286,-,KRH31614,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,186,537,153,723,0.257261410788382,0.82258064516129,Glycine_max,high_confidence_IR
GLYMA_10G002900,GLYMA_10G002900.intron3,GLYMA_10G002900|10:299680-300131:+,10,299680,300131,+,KRH31647,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,54,81,42,135,0.4,0.777777777777778,Glycine_max,high_confidence_IR
GLYMA_10G009800,GLYMA_10G009800.intron1,GLYMA_10G009800|10:917688-918460:-,10,917688,918460,-,KRH31748,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,2460,243,1746,2703,0.910099889012209,0.709756097560976,Glycine_max,high_confidence_IR
GLYMA_10G009900,GLYMA_10G009900.intron1,GLYMA_10G009900|10:926653-926862:+,10,926653,926862,+,KRH31754,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,2343,1079,1730,3422,0.68468731735827,0.738369611609048,Glycine_max,high_confidence_IR
GLYMA_10G011500,GLYMA_10G011500.intron1,GLYMA_10G011500|10:1081174-1083279:+,10,1081174,1083279,+,KRH31777,1,no,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,7,17,7,24,0.291666666666667,1,Glycine_max,high_confidence_IR
GLYMA_10G011900,GLYMA_10G011900.intron3,GLYMA_10G011900|10:1104140-1105020:+,10,1104140,1105020,+,KRH31782,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,953,16,846,969,0.983488132094943,0.887722980062959,Glycine_max,high_confidence_IR
GLYMA_10G018300,GLYMA_10G018300.intron4,GLYMA_10G018300|10:1593639-1596133:+,10,1593639,1596133,+,KRH31871,1,yes,FLEP-seq;Iso-seq;ONT;ONT cDNA-seq,942,20,696,962,0.979209979209979,0.738853503184713,Glycine_max,high_confidence_IR
