gene_id,intron_id,intron_uid,chromosome,start,end,strand,supporting_transcripts,anchor_count,exon_overlap_warning,N_retained,N_spliced,N_specific,N_informative,IR_ratio,IR_specificity,species,IR_class
AT1G02630,AT1G02630.intron2,AT1G02630|1:561321-561452:-,1,561321,561452,-,AT1G02630.2,1,yes,219,33,160,252,0.869047619047619,0.730593607305936,Arabidopsis_thaliana,high_confidence_IR
AT1G02730,AT1G02730.intron1,AT1G02730|1:597383-597520:-,1,597383,597520,-,AT1G02730.1,1,no,602,2398,514,3000,0.200666666666667,0.853820598006645,Arabidopsis_thaliana,high_confidence_IR
AT1G02830,AT1G02830.intron1,AT1G02830|1:625293-625372:-,1,625293,625372,-,AT1G02830.1,1,no,14,12,14,26,0.538461538461538,1,Arabidopsis_thaliana,high_confidence_IR
AT1G02980,AT1G02980.intron14,AT1G02980|1:681026-681110:+,1,681026,681110,+,AT1G02980.1;AT1G02980.2,2,no,33,83,24,116,0.28448275862069,0.727272727272727,Arabidopsis_thaliana,high_confidence_IR
AT1G03165,AT1G03165.intron1,AT1G03165|1:766381-767141:+,1,766381,767141,+,AT1G03165.1,1,no,332,833,332,1165,0.284978540772532,1,Arabidopsis_thaliana,high_confidence_IR
AT1G03320,AT1G03320.intron1,AT1G03320|1:817097-817174:+,1,817097,817174,+,AT1G03320.1,1,no,122,85,122,207,0.589371980676328,1,Arabidopsis_thaliana,high_confidence_IR
AT1G03620,AT1G03620.intron1,AT1G03620|1:907463-907621:-,1,907463,907621,-,AT1G03620.11,1,yes,170,230,120,400,0.425,0.705882352941177,Arabidopsis_thaliana,high_confidence_IR
AT1G03670,AT1G03670.intron2,AT1G03670|1:914840-914908:-,1,914840,914908,-,AT1G03670.1,1,no,20,9,16,29,0.689655172413793,0.8,Arabidopsis_thaliana,high_confidence_IR
AT1G03810,AT1G03810.intron1,AT1G03810|1:959009-959427:+,1,959009,959427,+,AT1G03810.1,1,no,18,6,18,24,0.75,1,Arabidopsis_thaliana,high_confidence_IR
AT1G04030,AT1G04030.intron4,AT1G04030|1:1042316-1042567:+,1,1042316,1042567,+,AT1G04030.1,1,no,2962,1632,2358,4594,0.644754026991728,0.796083727211344,Arabidopsis_thaliana,high_confidence_IR
AT1G04120,AT1G04120.intron1,AT1G04120|1:1070495-1070687:-,1,1070495,1070687,-,AT1G04120.1;AT1G04120.2;AT1G04120.3,3,no,1100,3168,838,4268,0.257731958762887,0.761818181818182,Arabidopsis_thaliana,high_confidence_IR
AT1G04180,AT1G04180.intron1,AT1G04180|1:1105289-1105388:+,1,1105289,1105388,+,AT1G04180.1,1,no,295,484,295,779,0.378690629011553,1,Arabidopsis_thaliana,high_confidence_IR
AT1G04295,AT1G04295.intron1,AT1G04295|1:1148073-1148175:+,1,1148073,1148175,+,AT1G04295.1,1,no,10274,436,10274,10710,0.959290382819795,1,Arabidopsis_thaliana,high_confidence_IR
AT1G04350,AT1G04350.intron1,AT1G04350|1:1165802-1165872:+,1,1165802,1165872,+,AT1G04350.1,1,no,3515,7023,2573,10538,0.333554754222813,0.732005689900427,Arabidopsis_thaliana,high_confidence_IR
AT1G04425,AT1G04425.intron1,AT1G04425|1:1194278-1195438:+,1,1194278,1195438,+,AT1G04425.1,1,no,534,404,425,938,0.569296375266525,0.795880149812734,Arabidopsis_thaliana,high_confidence_IR
AT1G04570,AT1G04570.intron2,AT1G04570|1:1247993-1248116:-,1,1247993,1248116,-,AT1G04570.2,1,yes,2634,392,2438,3026,0.870456047587574,0.925588458618071,Arabidopsis_thaliana,high_confidence_IR
AT1G04840,AT1G04840.intron1,AT1G04840|1:1363700-1363797:-,1,1363700,1363797,-,AT1G04840.1,1,no,187,355,187,542,0.345018450184502,1,Arabidopsis_thaliana,high_confidence_IR
AT1G04870,AT1G04870.intron2,AT1G04870|1:1375212-1375382:-,1,1375212,1375382,-,AT1G04870.1,1,yes,8453,212,6484,8665,0.975533756491633,0.767064947355968,Arabidopsis_thaliana,high_confidence_IR
AT1G05087,AT1G05087.intron1,AT1G05087|1:1463529-1463648:+,1,1463529,1463648,+,AT1G05087.1,1,yes,917,1190,917,2107,0.435215946843854,1,Arabidopsis_thaliana,high_confidence_IR
AT1G05220,AT1G05220.intron1,AT1G05220|1:1512264-1512494:+,1,1512264,1512494,+,AT1G05220.1,1,no,253,643,253,896,0.282366071428571,1,Arabidopsis_thaliana,high_confidence_IR
AT1G05410,AT1G05410.intron2,AT1G05410|1:1587125-1587205:-,1,1587125,1587205,-,AT1G05410.2,1,yes,5017,148,3604,5165,0.97134559535334,0.718357584213673,Arabidopsis_thaliana,high_confidence_IR
AT1G05490,AT1G05490.intron1,AT1G05490|1:1623214-1623296:-,1,1623214,1623296,-,AT1G05490.1,1,no,74,172,73,246,0.300813008130081,0.986486486486487,Arabidopsis_thaliana,high_confidence_IR
AT1G05540,AT1G05540.intron2,AT1G05540|1:1640315-1640385:+,1,1640315,1640385,+,AT1G05540.1,1,yes,249,477,223,726,0.34297520661157,0.895582329317269,Arabidopsis_thaliana,high_confidence_IR
AT1G05675,AT1G05675.intron1,AT1G05675|1:1701930-1702070:-,1,1701930,1702070,-,AT1G05675.1,1,no,1041,1306,1041,2347,0.443544951001278,1,Arabidopsis_thaliana,high_confidence_IR
AT1G05750,AT1G05750.intron1,AT1G05750|1:1723344-1723856:+,1,1723344,1723856,+,AT1G05750.2,1,yes,125,121,125,246,0.508130081300813,1,Arabidopsis_thaliana,high_confidence_IR
AT1G05835,AT1G05835.intron1,AT1G05835|1:1762309-1762379:+,1,1762309,1762379,+,AT1G05835.1,1,no,2077,6187,2077,8264,0.251331074540174,1,Arabidopsis_thaliana,high_confidence_IR
AT1G06020,AT1G06020.intron1,AT1G06020|1:1824950-1825313:+,1,1824950,1825313,+,AT1G06020.1,1,no,107,284,82,391,0.273657289002558,0.766355140186916,Arabidopsis_thaliana,high_confidence_IR
AT1G06260,AT1G06260.intron1,AT1G06260|1:1916894-1916998:+,1,1916894,1916998,+,AT1G06260.1,1,no,771,2913,771,3684,0.20928338762215,1,Arabidopsis_thaliana,high_confidence_IR
AT1G06620,AT1G06620.intron2,AT1G06620|1:2026756-2026842:+,1,2026756,2026842,+,AT1G06620.1,1,yes,1641,3493,1343,5134,0.319633813790417,0.818403412553321,Arabidopsis_thaliana,high_confidence_IR
AT1G06650,AT1G06650.intron2,AT1G06650|1:2036842-2036957:+,1,2036842,2036957,+,AT1G06650.1,1,yes,9217,19,7184,9236,0.997942832394976,0.779429315395465,Arabidopsis_thaliana,high_confidence_IR
AT1G06670,AT1G06670.intron14,AT1G06670|1:2046392-2046475:+,1,2046392,2046475,+,AT1G06670.2,1,yes,2276,19,1704,2295,0.991721132897603,0.748681898066784,Arabidopsis_thaliana,high_confidence_IR
AT1G06740,AT1G06740.intron1,AT1G06740|1:2070894-2071101:+,1,2070894,2071101,+,AT1G06740.1,1,no,401,881,401,1282,0.312792511700468,1,Arabidopsis_thaliana,high_confidence_IR
AT1G06810,AT1G06810.intron2,AT1G06810|1:2091831-2091929:-,1,2091831,2091929,-,AT1G06810.1,1,no,104,73,88,177,0.587570621468927,0.846153846153846,Arabidopsis_thaliana,high_confidence_IR
AT1G06923,AT1G06923.intron1,AT1G06923|1:2127001-2127084:+,1,2127001,2127084,+,AT1G06923.1,1,no,183,536,183,719,0.25452016689847,1,Arabidopsis_thaliana,high_confidence_IR
AT1G06970,AT1G06970.intron1,AT1G06970|1:2138361-2138484:+,1,2138361,2138484,+,AT1G06970.1,1,no,47,76,43,123,0.382113821138211,0.914893617021277,Arabidopsis_thaliana,high_confidence_IR
AT1G07020,AT1G07020.intron1,AT1G07020|1:2155756-2155877:-,1,2155756,2155877,-,AT1G07020.1,1,no,2169,7751,2169,9920,0.218649193548387,1,Arabidopsis_thaliana,high_confidence_IR
AT1G07485,AT1G07485.intron1,AT1G07485|1:2301580-2301664:+,1,2301580,2301664,+,AT1G07485.1,1,no,2638,137,2638,2775,0.950630630630631,1,Arabidopsis_thaliana,high_confidence_IR
AT1G07590,AT1G07590.intron2,AT1G07590|1:2337900-2338127:-,1,2337900,2338127,-,AT1G07590.1,1,no,958,1709,820,2667,0.35920509936258,0.855949895615866,Arabidopsis_thaliana,high_confidence_IR
AT1G07710,AT1G07710.intron1,AT1G07710|1:2388051-2388332:-,1,2388051,2388332,-,AT1G07710.1,1,yes,105,196,74,301,0.348837209302326,0.704761904761905,Arabidopsis_thaliana,high_confidence_IR
AT1G07728,AT1G07728.intron1,AT1G07728|1:2396435-2396528:+,1,2396435,2396528,+,AT1G07728.2,1,yes,1743,2963,1743,4706,0.370378240543986,1,Arabidopsis_thaliana,high_confidence_IR
AT1G07740,AT1G07740.intron1,AT1G07740|1:2398690-2399098:-,1,2398690,2399098,-,AT1G07740.1,1,no,95,379,95,474,0.20042194092827,1,Arabidopsis_thaliana,high_confidence_IR
AT1G07820,AT1G07820.intron1,AT1G07820|1:2421784-2421902:-,1,2421784,2421902,-,AT1G07820.2,1,yes,13836,15892,13836,29728,0.465419806243272,1,Arabidopsis_thaliana,high_confidence_IR
AT1G07860,AT1G07860.intron1,AT1G07860|1:2429184-2429265:-,1,2429184,2429265,-,AT1G07860.1,1,no,172,37,172,209,0.822966507177033,1,Arabidopsis_thaliana,high_confidence_IR
AT1G07880,AT1G07880.intron4,AT1G07880|1:2434622-2434726:-,1,2434622,2434726,-,AT1G07880.2,1,yes,624,1201,487,1825,0.341917808219178,0.780448717948718,Arabidopsis_thaliana,high_confidence_IR
AT1G08070,AT1G08070.intron1,AT1G08070|1:2516315-2516394:-,1,2516315,2516394,-,AT1G08070.2,1,yes,414,300,414,714,0.579831932773109,1,Arabidopsis_thaliana,high_confidence_IR
AT1G08135,AT1G08135.intron2,AT1G08135|1:2549992-2550084:-,1,2549992,2550084,-,AT1G08135.1,1,no,56,175,41,231,0.242424242424242,0.732142857142857,Arabidopsis_thaliana,high_confidence_IR
AT1G08165,AT1G08165.intron1,AT1G08165|1:2561964-2562055:-,1,2561964,2562055,-,AT1G08165.1,1,no,1387,1589,1387,2976,0.466061827956989,1,Arabidopsis_thaliana,high_confidence_IR
AT1G08390,AT1G08390.intron2,AT1G08390|1:2642542-2642989:+,1,2642542,2642989,+,AT1G08390.2,1,yes,2558,428,1880,2986,0.856664434025452,0.73494917904613,Arabidopsis_thaliana,high_confidence_IR
AT1G08500,AT1G08500.intron1,AT1G08500|1:2689303-2689387:+,1,2689303,2689387,+,AT1G08500.1,1,no,1537,6055,1537,7592,0.202449947312961,1,Arabidopsis_thaliana,high_confidence_IR
AT1G08610,AT1G08610.intron1,AT1G08610|1:2735635-2735715:-,1,2735635,2735715,-,AT1G08610.1,1,no,1483,1713,1483,3196,0.464017521902378,1,Arabidopsis_thaliana,high_confidence_IR
AT1G08695,AT1G08695.intron1,AT1G08695|1:2769253-2769413:-,1,2769253,2769413,-,AT1G08695.1,1,no,52,16,52,68,0.764705882352941,1,Arabidopsis_thaliana,high_confidence_IR
AT1G08790,AT1G08790.intron1,AT1G08790|1:2812479-2812563:+,1,2812479,2812563,+,AT1G08790.1,1,no,130,12,130,142,0.915492957746479,1,Arabidopsis_thaliana,high_confidence_IR
AT1G09050,AT1G09050.intron2,AT1G09050|1:2918757-2918833:+,1,2918757,2918833,+,AT1G09050.1;AT1G09050.2,2,no,277,780,197,1057,0.262062440870388,0.711191335740072,Arabidopsis_thaliana,high_confidence_IR
AT1G09090,AT1G09090.intron11,AT1G09090|1:2936297-2936385:+,1,2936297,2936385,+,AT1G09090.1;AT1G09090.2,2,no,162,519,119,681,0.237885462555066,0.734567901234568,Arabidopsis_thaliana,high_confidence_IR
AT1G09130,AT1G09130.intron10,AT1G09130|1:2939860-2940071:-,1,2939860,2940071,-,AT1G09130.3,1,yes,33163,6,24771,33169,0.999819108203443,0.746946898652112,Arabidopsis_thaliana,high_confidence_IR
AT1G09160,AT1G09160.intron8,AT1G09160|1:2953075-2953162:-,1,2953075,2953162,-,AT1G09160.2,1,yes,9291,2517,6670,11808,0.786839430894309,0.717899042083737,Arabidopsis_thaliana,high_confidence_IR
AT1G09510,AT1G09510.intron4,AT1G09510|1:3070580-3070673:+,1,3070580,3070673,+,AT1G09510.1,1,no,381,53,308,434,0.877880184331797,0.808398950131234,Arabidopsis_thaliana,high_confidence_IR
AT1G09720,AT1G09720.intron1,AT1G09720|1:3147131-3147209:-,1,3147131,3147209,-,AT1G09720.1,1,no,46,7,46,53,0.867924528301887,1,Arabidopsis_thaliana,high_confidence_IR
AT1G04743,AT1G04743.intron1,AT1G04743|1:3204439-3204507:+,1,3204439,3204507,+,AT1G04743.1,1,no,216,81,216,297,0.727272727272727,1,Arabidopsis_thaliana,high_confidence_IR
AT1G10225,AT1G10225.intron1,AT1G10225|1:3354282-3354360:+,1,3354282,3354360,+,AT1G10225.1,1,no,10,17,10,27,0.37037037037037,1,Arabidopsis_thaliana,high_confidence_IR
AT1G10300,AT1G10300.intron1,AT1G10300|1:3377966-3378210:+,1,3377966,3378210,+,AT1G10300.2,1,yes,132,62,106,194,0.680412371134021,0.803030303030303,Arabidopsis_thaliana,high_confidence_IR
AT1G10350,AT1G10350.intron1,AT1G10350|1:3394034-3394249:-,1,3394034,3394249,-,AT1G10350.1,1,no,1584,6253,1584,7837,0.202118157458211,1,Arabidopsis_thaliana,high_confidence_IR
AT1G10360,AT1G10360.intron1,AT1G10360|1:3396101-3396485:-,1,3396101,3396485,-,AT1G10360.1,1,no,5521,15593,5521,21114,0.261485270436677,1,Arabidopsis_thaliana,high_confidence_IR
AT1G10470,AT1G10470.intron1,AT1G10470|1:3443752-3443833:-,1,3443752,3443833,-,AT1G10470.3,1,yes,11535,173,8356,11708,0.985223778612914,0.724403987863026,Arabidopsis_thaliana,high_confidence_IR
AT1G10717,AT1G10717.intron1,AT1G10717|1:3562244-3562345:+,1,3562244,3562345,+,AT1G10717.1,1,no,8,22,8,30,0.266666666666667,1,Arabidopsis_thaliana,high_confidence_IR
AT1G10747,AT1G10747.intron1,AT1G10747|1:3574376-3574448:+,1,3574376,3574448,+,AT1G10747.1,1,no,44,14,44,58,0.758620689655172,1,Arabidopsis_thaliana,high_confidence_IR
AT1G10750,AT1G10750.intron5,AT1G10750|1:3576333-3576444:-,1,3576333,3576444,-,AT1G10750.2,1,yes,807,86,575,893,0.903695408734602,0.712515489467162,Arabidopsis_thaliana,high_confidence_IR
AT1G10990,AT1G10990.intron1,AT1G10990|1:3670902-3670979:-,1,3670902,3670979,-,AT1G10990.1,1,yes,494,1687,494,2181,0.226501604768455,1,Arabidopsis_thaliana,high_confidence_IR
AT1G11210,AT1G11210.intron1,AT1G11210|1:3756262-3756370:-,1,3756262,3756370,-,AT1G11210.1,1,no,5797,10881,5797,16678,0.347583643122677,1,Arabidopsis_thaliana,high_confidence_IR
AT1G11370,AT1G11370.intron1,AT1G11370|1:3830235-3830831:-,1,3830235,3830831,-,AT1G11370.1,1,no,17,9,15,26,0.653846153846154,0.882352941176471,Arabidopsis_thaliana,high_confidence_IR
AT1G11670,AT1G11670.intron1,AT1G11670|1:3930908-3931167:-,1,3930908,3931167,-,AT1G11670.1,1,no,3170,9667,2693,12837,0.246942432032406,0.849526813880126,Arabidopsis_thaliana,high_confidence_IR
AT1G11710,AT1G11710.intron1,AT1G11710|1:3949266-3949352:+,1,3949266,3949352,+,AT1G11710.2,1,yes,501,10,501,511,0.980430528375734,1,Arabidopsis_thaliana,high_confidence_IR
AT1G11785,AT1G11785.intron1,AT1G11785|1:3980259-3980872:-,1,3980259,3980872,-,AT1G11785.1,1,no,139,58,139,197,0.705583756345178,1,Arabidopsis_thaliana,high_confidence_IR
AT1G12140,AT1G12140.intron6,AT1G12140|1:4123665-4124144:+,1,4123665,4124144,+,AT1G12140.1,1,no,351,381,303,732,0.479508196721311,0.863247863247863,Arabidopsis_thaliana,high_confidence_IR
AT1G12211,AT1G12211.intron1,AT1G12211|1:4143481-4143585:-,1,4143481,4143585,-,AT1G12211.1,1,no,891,20,891,911,0.978046103183315,1,Arabidopsis_thaliana,high_confidence_IR
AT1G12400,AT1G12400.intron1,AT1G12400|1:4221935-4222286:+,1,4221935,4222286,+,AT1G12400.2,1,yes,2830,198,2052,3028,0.934610303830911,0.725088339222615,Arabidopsis_thaliana,high_confidence_IR
AT1G04953,AT1G04953.intron1,AT1G04953|1:4258446-4258537:+,1,4258446,4258537,+,AT1G04953.1,1,no,1705,9,1705,1714,0.994749124854142,1,Arabidopsis_thaliana,high_confidence_IR
AT1G12480,AT1G12480.intron1,AT1G12480|1:4258668-4258742:-,1,4258668,4258742,-,AT1G12480.1,1,no,1387,1035,1064,2422,0.572667217175888,0.767123287671233,Arabidopsis_thaliana,high_confidence_IR
AT1G12620,AT1G12620.intron1,AT1G12620|1:4296870-4296953:-,1,4296870,4296953,-,AT1G12620.1,1,no,367,959,367,1326,0.276772247360483,1,Arabidopsis_thaliana,high_confidence_IR
AT1G12663,AT1G12663.intron1,AT1G12663|1:4311255-4311395:+,1,4311255,4311395,+,AT1G12663.1,1,no,6,21,6,27,0.222222222222222,1,Arabidopsis_thaliana,high_confidence_IR
AT1G13050,AT1G13050.intron1,AT1G13050|1:4449727-4450156:+,1,4449727,4450156,+,AT1G13050.2,1,no,345,123,245,468,0.737179487179487,0.710144927536232,Arabidopsis_thaliana,high_confidence_IR
AT1G13080,AT1G13080.intron1,AT1G13080|1:4459570-4459642:+,1,4459570,4459642,+,AT1G13080.2,1,yes,9530,246,7258,9776,0.974836333878887,0.761594963273872,Arabidopsis_thaliana,high_confidence_IR
AT1G13090,AT1G13090.intron1,AT1G13090|1:4462731-4462812:+,1,4462731,4462812,+,AT1G13090.2,1,yes,3671,11504,3671,15175,0.241911037891269,1,Arabidopsis_thaliana,high_confidence_IR
AT1G13100,AT1G13100.intron1,AT1G13100|1:4464868-4464950:+,1,4464868,4464950,+,AT1G13100.1,1,no,855,3049,855,3904,0.219006147540984,1,Arabidopsis_thaliana,high_confidence_IR
AT1G13110,AT1G13110.intron1,AT1G13110|1:4468175-4468245:+,1,4468175,4468245,+,AT1G13110.1,1,no,7851,28222,7851,36073,0.21764200371469,1,Arabidopsis_thaliana,high_confidence_IR
AT1G13143,AT1G13143.intron1,AT1G13143|1:4479274-4479450:+,1,4479274,4479450,+,AT1G13143.1,1,no,1033,457,1033,1490,0.693288590604027,1,Arabidopsis_thaliana,high_confidence_IR
AT1G13400,AT1G13400.intron4,AT1G13400|1:4598514-4598598:+,1,4598514,4598598,+,AT1G13400.1,1,no,39,105,29,144,0.270833333333333,0.743589743589744,Arabidopsis_thaliana,high_confidence_IR
AT1G13410,AT1G13410.intron1,AT1G13410|1:4601650-4601873:+,1,4601650,4601873,+,AT1G13410.1,1,no,267,280,267,547,0.488117001828154,1,Arabidopsis_thaliana,high_confidence_IR
AT1G13448,AT1G13448.intron1,AT1G13448|1:4612572-4612666:+,1,4612572,4612666,+,AT1G13448.1,1,no,2081,1527,2081,3608,0.576773835920177,1,Arabidopsis_thaliana,high_confidence_IR
AT1G13510,AT1G13510.intron1,AT1G13510|1:4630282-4630367:-,1,4630282,4630367,-,AT1G13510.1,1,no,244,747,244,991,0.246215943491423,1,Arabidopsis_thaliana,high_confidence_IR
AT1G13540,AT1G13540.intron1,AT1G13540|1:4636297-4636385:-,1,4636297,4636385,-,AT1G13540.1,1,no,294,305,294,599,0.490818030050083,1,Arabidopsis_thaliana,high_confidence_IR
AT1G13550,AT1G13550.intron1,AT1G13550|1:4637922-4637998:-,1,4637922,4637998,-,AT1G13550.1,1,no,300,125,300,425,0.705882352941177,1,Arabidopsis_thaliana,high_confidence_IR
AT1G13605,AT1G13605.intron1,AT1G13605|1:4658652-4658747:+,1,4658652,4658747,+,AT1G13605.1,1,no,140,109,140,249,0.562248995983936,1,Arabidopsis_thaliana,high_confidence_IR
AT1G13607,AT1G13607.intron1,AT1G13607|1:4660839-4660940:+,1,4660839,4660940,+,AT1G13607.1,1,no,589,803,589,1392,0.423132183908046,1,Arabidopsis_thaliana,high_confidence_IR
AT1G13800,AT1G13800.intron1,AT1G13800|1:4730698-4730786:-,1,4730698,4730786,-,AT1G13800.1,1,no,65,241,65,306,0.212418300653595,1,Arabidopsis_thaliana,high_confidence_IR
AT1G13890,AT1G13890.intron1,AT1G13890|1:4751493-4751580:+,1,4751493,4751580,+,AT1G13890.1,1,yes,216,463,165,679,0.318114874815906,0.763888888888889,Arabidopsis_thaliana,high_confidence_IR
AT1G13980,AT1G13980.intron2,AT1G13980|1:4788655-4789491:+,1,4788655,4789491,+,AT1G13980.2,1,yes,2621,1708,2113,4329,0.605451605451605,0.80618084700496,Arabidopsis_thaliana,high_confidence_IR
AT1G14100,AT1G14100.intron1,AT1G14100|1:4828067-4828142:+,1,4828067,4828142,+,AT1G14100.1,1,no,45,108,45,153,0.294117647058824,1,Arabidopsis_thaliana,high_confidence_IR
AT1G14130,AT1G14130.intron2,AT1G14130|1:4836621-4836693:-,1,4836621,4836693,-,AT1G14130.1,1,no,1498,4942,1239,6440,0.232608695652174,0.827102803738318,Arabidopsis_thaliana,high_confidence_IR
AT1G14140,AT1G14140.intron1,AT1G14140|1:4838662-4839215:-,1,4838662,4839215,-,AT1G14140.1,1,no,1780,1222,1780,3002,0.592938041305796,1,Arabidopsis_thaliana,high_confidence_IR
AT1G14250,AT1G14250.intron1,AT1G14250|1:4868525-4868653:+,1,4868525,4868653,+,AT1G14250.1,1,no,813,2941,610,3754,0.216568993074054,0.750307503075031,Arabidopsis_thaliana,high_confidence_IR
AT1G14500,AT1G14500.intron1,AT1G14500|1:4960972-4961066:+,1,4960972,4961066,+,AT1G14500.1,1,no,90,51,90,141,0.638297872340426,1,Arabidopsis_thaliana,high_confidence_IR
AT1G14518,AT1G14518.intron1,AT1G14518|1:4967265-4967343:-,1,4967265,4967343,-,AT1G14518.1,1,no,11,29,11,40,0.275,1,Arabidopsis_thaliana,high_confidence_IR
AT1G14642,AT1G14642.intron1,AT1G14642|1:5026406-5026495:+,1,5026406,5026495,+,AT1G14642.1,1,no,243,725,243,968,0.25103305785124,1,Arabidopsis_thaliana,high_confidence_IR
AT1G14650,AT1G14650.intron3,AT1G14650|1:5030603-5030718:+,1,5030603,5030718,+,AT1G14650.2,1,yes,9889,1219,7794,11108,0.890259272596327,0.78814844777025,Arabidopsis_thaliana,high_confidence_IR
AT1G14760,AT1G14760.intron3,AT1G14760|1:5084656-5085048:-,1,5084656,5085048,-,AT1G14760.3,1,yes,219,5,163,224,0.977678571428571,0.744292237442922,Arabidopsis_thaliana,high_confidence_IR
AT1G15150,AT1G15150.intron1,AT1G15150|1:5212932-5213046:+,1,5212932,5213046,+,AT1G15150.1,1,yes,50,114,42,164,0.304878048780488,0.84,Arabidopsis_thaliana,high_confidence_IR
AT1G15360,AT1G15360.intron1,AT1G15360|1:5283460-5283597:+,1,5283460,5283597,+,AT1G15360.2,1,yes,379,228,327,607,0.624382207578254,0.862796833773087,Arabidopsis_thaliana,high_confidence_IR
AT1G15380,AT1G15380.intron1,AT1G15380|1:5290820-5290936:+,1,5290820,5290936,+,AT1G15380.2,1,yes,7441,87,6281,7528,0.988443145589798,0.844106974868969,Arabidopsis_thaliana,high_confidence_IR
AT1G15410,AT1G15410.intron3,AT1G15410|1:5300294-5300405:+,1,5300294,5300405,+,AT1G15410.1;AT1G15410.2,2,no,1709,5696,1616,7405,0.230790006752194,0.945582211819778,Arabidopsis_thaliana,high_confidence_IR
AT1G15885,AT1G15885.intron1,AT1G15885|1:5460691-5460969:+,1,5460691,5460969,+,AT1G15885.1,1,no,1989,3108,1989,5097,0.390229546792231,1,Arabidopsis_thaliana,high_confidence_IR
AT1G15970,AT1G15970.intron1,AT1G15970|1:5488543-5488909:-,1,5488543,5488909,-,AT1G15970.2,1,yes,709,6,536,715,0.991608391608392,0.755994358251058,Arabidopsis_thaliana,high_confidence_IR
AT1G15990,AT1G15990.intron6,AT1G15990|1:5492024-5492092:-,1,5492024,5492092,-,AT1G15990.1,1,no,104,29,95,133,0.781954887218045,0.913461538461538,Arabidopsis_thaliana,high_confidence_IR
AT1G15990,AT1G15990.intron4,AT1G15990|1:5492841-5492938:-,1,5492841,5492938,-,AT1G15990.1,1,no,12,27,9,39,0.307692307692308,0.75,Arabidopsis_thaliana,high_confidence_IR
AT1G16250,AT1G16250.intron3,AT1G16250|1:5558703-5559078:+,1,5558703,5559078,+,AT1G16250.1,1,yes,979,2259,771,3238,0.302347127856702,0.787538304392237,Arabidopsis_thaliana,high_confidence_IR
AT1G16380,AT1G16380.intron3,AT1G16380|1:5598733-5598872:-,1,5598733,5598872,-,AT1G16380.1,1,no,41,24,41,65,0.630769230769231,1,Arabidopsis_thaliana,high_confidence_IR
AT1G16380,AT1G16380.intron2,AT1G16380|1:5599814-5599902:-,1,5599814,5599902,-,AT1G16380.1,1,no,34,11,28,45,0.755555555555556,0.823529411764706,Arabidopsis_thaliana,high_confidence_IR
